origin,country,region,industry,industry_weight,exports_vol,imports_vol,trade_value,trade_pct_gdp,tariff_rate,transport_cost,fatality_rate,violent_events,un_vote_alignment,state_visits,actual_vs_expected,risk_index,latitude,longitude,year
Singapore,Peru,LATAM,Agriculture,0.20776139637414887,13446.55,16294.16,29740.71,0.05181,12.34,9.83,12.64,12.99,0.634,7,127.085,13.486,-9.19,-75.02,2025
Singapore,Peru,LATAM,Energy,0.2394595776512676,15422.24,18856.01,34278.25,0.05972,12.34,9.83,12.64,12.99,0.634,7,127.098,13.486,-9.19,-75.02,2025
Singapore,Peru,LATAM,Machinery,0.19171440092052588,14876.42,12567.19,27443.61,0.04781,12.34,9.83,12.64,12.99,0.634,7,55.792,13.486,-9.19,-75.02,2025
Singapore,Peru,LATAM,Pharmaceuticals,0.0649388835515708,6095.55,3200.35,9295.9,0.01619,12.34,9.83,12.64,12.99,0.634,7,149.015,13.486,-9.19,-75.02,2025
Singapore,Peru,LATAM,Financial Services,0.1852104514373509,14152.08,12360.5,26512.58,0.04619,12.34,9.83,12.64,12.99,0.634,7,114.757,13.486,-9.19,-75.02,2025
Singapore,New Zealand,APAC,Electronics,0.05020589596912668,4737.25,5844.5,10581.75,0.01844,7.67,1.59,16.43,18.59,0.819,9,96.854,10.223,-40.9,174.88,2025
Singapore,New Zealand,APAC,Automotive,0.238860726991566,21681.04,28662.94,50343.98,0.08771,7.67,1.59,16.43,18.59,0.819,9,135.421,10.223,-40.9,174.88,2025
Singapore,New Zealand,APAC,Chemicals,0.15540481924237243,21217.41,11536.82,32754.22,0.05706,7.67,1.59,16.43,18.59,0.819,9,79.837,10.223,-40.9,174.88,2025
Singapore,New Zealand,APAC,Agriculture,0.21798943293449438,29030.2,16914.8,45945.0,0.08004,7.67,1.59,16.43,18.59,0.819,9,73.005,10.223,-40.9,174.88,2025
Singapore,New Zealand,APAC,Energy,0.07626702528187562,10615.91,5458.67,16074.58,0.028,7.67,1.59,16.43,18.59,0.819,9,146.324,10.223,-40.9,174.88,2025
Singapore,New Zealand,APAC,Machinery,0.05626046274950325,7344.53,4513.32,11857.85,0.02066,7.67,1.59,16.43,18.59,0.819,9,140.952,10.223,-40.9,174.88,2025
Singapore,New Zealand,APAC,Pharmaceuticals,0.22147201841849973,32178.46,14500.55,46679.01,0.08132,7.67,1.59,16.43,18.59,0.819,9,126.009,10.223,-40.9,174.88,2025
Singapore,New Zealand,APAC,Financial Services,0.13845975247618206,14404.19,14778.57,29182.76,0.05084,7.67,1.59,16.43,18.59,0.819,9,82.074,10.223,-40.9,174.88,2025
United States of America,China,APAC,Electronics,0.0818491476558529,9034.29,10558.18,19592.48,0.00073,14.92,2.8,17.36,35.75,0.563,7,59.116,17.797,35.86,104.19,2025
United States of America,China,APAC,Automotive,0.08073160763222254,10360.27,8964.7,19324.97,0.00072,14.92,2.8,17.36,35.75,0.563,7,103.035,17.797,35.86,104.19,2025
United States of America,China,APAC,Chemicals,0.053572378495663875,8194.9,4628.88,12823.78,0.00047,14.92,2.8,17.36,35.75,0.563,7,79.417,17.797,35.86,104.19,2025
United States of America,China,APAC,Agriculture,0.2323672069919822,38393.57,17228.86,55622.43,0.00206,14.92,2.8,17.36,35.75,0.563,7,68.546,17.797,35.86,104.19,2025
United States of America,China,APAC,Energy,0.14241945815313214,13649.15,20442.22,34091.37,0.00126,14.92,2.8,17.36,35.75,0.563,7,109.833,17.797,35.86,104.19,2025
United States of America,China,APAC,Machinery,0.17146128965253427,19465.23,21577.97,41043.2,0.00152,14.92,2.8,17.36,35.75,0.563,7,105.841,17.797,35.86,104.19,2025
United States of America,China,APAC,Pharmaceuticals,0.0951080284887471,10204.94,12561.36,22766.29,0.00084,14.92,2.8,17.36,35.75,0.563,7,115.152,17.797,35.86,104.19,2025
United States of America,China,APAC,Financial Services,0.11518509279041499,15911.34,11660.86,27572.2,0.00102,14.92,2.8,17.36,35.75,0.563,7,93.325,17.797,35.86,104.19,2025
United States of America,Malaysia,APAC,Electronics,0.10833251574186065,19548.98,12577.82,32126.8,0.00119,2.99,5.18,13.61,19.78,0.975,5,136.012,8.226,4.21,101.97,2025
United States of America,Malaysia,APAC,Automotive,0.20597019777866998,25158.79,35923.18,61081.97,0.00226,2.99,5.18,13.61,19.78,0.975,5,98.051,8.226,4.21,101.97,2025
United States of America,Malaysia,APAC,Chemicals,0.07098603568363497,9949.19,11102.24,21051.43,0.00078,2.99,5.18,13.61,19.78,0.975,5,148.666,8.226,4.21,101.97,2025
United States of America,Malaysia,APAC,Agriculture,0.07849910858030265,12795.95,10483.53,23279.48,0.00086,2.99,5.18,13.61,19.78,0.975,5,111.816,8.226,4.21,101.97,2025
United States of America,Malaysia,APAC,Energy,0.1904929941088208,32081.55,24410.54,56492.09,0.00209,2.99,5.18,13.61,19.78,0.975,5,50.977,8.226,4.21,101.97,2025
United States of America,Malaysia,APAC,Machinery,0.11529226164879838,18986.59,15204.17,34190.76,0.00127,2.99,5.18,13.61,19.78,0.975,5,58.787,8.226,4.21,101.97,2025
United States of America,Malaysia,APAC,Pharmaceuticals,0.12012538624183616,14604.47,21019.59,35624.06,0.00132,2.99,5.18,13.61,19.78,0.975,5,57.858,8.226,4.21,101.97,2025
United States of America,Malaysia,APAC,Financial Services,0.12938465524031922,16875.68,21494.29,38369.97,0.00142,2.99,5.18,13.61,19.78,0.975,5,106.754,8.226,4.21,101.97,2025
United States of America,Indonesia,APAC,Electronics,0.22924426053700767,30721.64,22390.2,53111.84,0.00197,16.01,2.8,3.35,5.23,0.636,2,111.66,10.453,-0.79,113.92,2025
United States of America,Indonesia,APAC,Automotive,0.1725888349731212,19579.07,20406.71,39985.78,0.00148,16.01,2.8,3.35,5.23,0.636,2,143.52,10.453,-0.79,113.92,2025
United States of America,Indonesia,APAC,Chemicals,0.23947009252620777,32600.15,22880.83,55480.98,0.00205,16.01,2.8,3.35,5.23,0.636,2,128.342,10.453,-0.79,113.92,2025
United States of America,Indonesia,APAC,Agriculture,0.1724515971762316,21787.69,18166.29,39953.98,0.00148,16.01,2.8,3.35,5.23,0.636,2,116.082,10.453,-0.79,113.92,2025
United States of America,Indonesia,APAC,Energy,0.1606002905183917,21552.61,15655.64,37208.24,0.00138,16.01,2.8,3.35,5.23,0.636,2,128.383,10.453,-0.79,113.92,2025
United States of America,Indonesia,APAC,Machinery,0.14618076628979698,13961.07,19906.43,33867.5,0.00125,16.01,2.8,3.35,5.23,0.636,2,66.4,10.453,-0.79,113.92,2025
United States of America,Indonesia,APAC,Pharmaceuticals,0.13772144329790767,19701.3,12206.32,31907.62,0.00118,16.01,2.8,3.35,5.23,0.636,2,109.328,10.453,-0.79,113.92,2025
United States of America,Indonesia,APAC,Financial Services,0.1800588371746908,22684.72,19031.72,41716.44,0.00155,16.01,2.8,3.35,5.23,0.636,2,111.574,10.453,-0.79,113.92,2025
United States of America,Japan,APAC,Electronics,0.05417222785830762,4919.79,3335.18,8254.97,0.00031,9.4,7.7,17.44,21.68,0.044,1,83.231,21.094,36.2,138.25,2025
United States of America,Japan,APAC,Automotive,0.1584957271438735,13234.99,10917.2,24152.19,0.00089,9.4,7.7,17.44,21.68,0.044,1,58.153,21.094,36.2,138.25,2025
United States of America,Japan,APAC,Chemicals,0.13065227222476636,9281.08,10628.21,19909.29,0.00074,9.4,7.7,17.44,21.68,0.044,1,91.84,21.094,36.2,138.25,2025
United States of America,Japan,APAC,Agriculture,0.09071565606844854,9014.86,4808.74,13823.6,0.00051,9.4,7.7,17.44,21.68,0.044,1,67.419,21.094,36.2,138.25,2025
United States of America,Japan,APAC,Energy,0.2421561102973954,19364.45,17536.23,36900.68,0.00137,9.4,7.7,17.44,21.68,0.044,1,134.625,21.094,36.2,138.25,2025
United States of America,Japan,APAC,Machinery,0.17575296364118903,16620.99,10160.92,26781.91,0.00099,9.4,7.7,17.44,21.68,0.044,1,126.772,21.094,36.2,138.25,2025
United States of America,Japan,APAC,Pharmaceuticals,0.15096897637860357,12951.72,10053.51,23005.23,0.00085,9.4,7.7,17.44,21.68,0.044,1,101.4,21.094,36.2,138.25,2025
United States of America,Japan,APAC,Financial Services,0.16761167561801585,10441.76,15099.55,25541.31,0.00095,9.4,7.7,17.44,21.68,0.044,1,89.552,21.094,36.2,138.25,2025
United States of America,South Korea,APAC,Electronics,0.17459331671269657,21958.57,15292.93,37251.49,0.00138,11.95,8.14,13.1,49.61,0.284,2,123.311,22.638,35.9,127.77,2025
United States of America,South Korea,APAC,Automotive,0.07631353702545196,10009.55,6272.82,16282.37,0.0006,11.95,8.14,13.1,49.61,0.284,2,140.903,22.638,35.9,127.77,2025
United States of America,South Korea,APAC,Chemicals,0.0859366217740484,8640.87,9694.69,18335.57,0.00068,11.95,8.14,13.1,49.61,0.284,2,147.14,22.638,35.9,127.77,2025
United States of America,South Korea,APAC,Agriculture,0.08619539054189795,12070.15,6320.63,18390.78,0.00068,11.95,8.14,13.1,49.61,0.284,2,99.228,22.638,35.9,127.77,2025
United States of America,South Korea,APAC,Energy,0.09944621488063542,14029.87,7188.13,21218.0,0.00079,11.95,8.14,13.1,49.61,0.284,2,94.531,22.638,35.9,127.77,2025
United States of America,South Korea,APAC,Machinery,0.15296347078593805,16571.85,16064.67,32636.52,0.00121,11.95,8.14,13.1,49.61,0.284,2,109.295,22.638,35.9,127.77,2025
United States of America,South Korea,APAC,Pharmaceuticals,0.08270477451700456,9128.72,8517.3,17646.02,0.00065,11.95,8.14,13.1,49.61,0.284,2,146.941,22.638,35.9,127.77,2025
United States of America,South Korea,APAC,Financial Services,0.10162668654022551,12945.34,8737.88,21683.22,0.0008,11.95,8.14,13.1,49.61,0.284,2,82.519,22.638,35.9,127.77,2025
United States of America,India,APAC,Electronics,0.13975551476628062,21005.65,13956.16,34961.81,0.00129,2.62,9.73,9.08,11.8,0.073,9,64.576,15.551,20.59,78.96,2025
United States of America,India,APAC,Automotive,0.13988676704274755,20169.7,14824.95,34994.65,0.0013,2.62,9.73,9.08,11.8,0.073,9,144.858,15.551,20.59,78.96,2025
United States of America,India,APAC,Chemicals,0.10050555641508385,12766.93,12375.95,25142.88,0.00093,2.62,9.73,9.08,11.8,0.073,9,87.936,15.551,20.59,78.96,2025
United States of America,India,APAC,Agriculture,0.17110763152897657,21702.97,21102.02,42804.98,0.00159,2.62,9.73,9.08,11.8,0.073,9,103.351,15.551,20.59,78.96,2025
United States of America,India,APAC,Energy,0.20635806596900588,31573.67,20049.71,51623.38,0.00191,2.62,9.73,9.08,11.8,0.073,9,94.637,15.551,20.59,78.96,2025
United States of America,India,APAC,Machinery,0.2228432355348338,31633.41,24113.97,55747.37,0.00206,2.62,9.73,9.08,11.8,0.073,9,103.991,15.551,20.59,78.96,2025
United States of America,India,APAC,Pharmaceuticals,0.05683755318783164,9896.34,4322.38,14218.71,0.00053,2.62,9.73,9.08,11.8,0.073,9,62.297,15.551,20.59,78.96,2025
United States of America,India,APAC,Financial Services,0.09622618248552933,10002.27,14070.06,24072.34,0.00089,2.62,9.73,9.08,11.8,0.073,9,114.0,15.551,20.59,78.96,2025
United States of America,Germany,EU,Electronics,0.2473260245917694,22073.73,9938.73,32012.46,0.00119,3.6,1.8,2.07,29.23,0.688,3,50.494,9.876,51.16,10.45,2025
United States of America,Germany,EU,Automotive,0.24036235708464782,18409.57,12701.55,31111.12,0.00115,3.6,1.8,2.07,29.23,0.688,3,136.792,9.876,51.16,10.45,2025
United States of America,Germany,EU,Chemicals,0.14094797112677182,10119.28,8124.22,18243.5,0.00068,3.6,1.8,2.07,29.23,0.688,3,98.885,9.876,51.16,10.45,2025
United States of America,Germany,EU,Agriculture,0.1833728515092209,10488.27,13246.46,23734.73,0.00088,3.6,1.8,2.07,29.23,0.688,3,52.997,9.876,51.16,10.45,2025
United States of America,Germany,EU,Energy,0.11158598831823818,8830.54,5612.51,14443.05,0.00053,3.6,1.8,2.07,29.23,0.688,3,70.185,9.876,51.16,10.45,2025
United States of America,Germany,EU,Machinery,0.18468648666498347,16517.56,7387.2,23904.76,0.00089,3.6,1.8,2.07,29.23,0.688,3,59.39,9.876,51.16,10.45,2025
United States of America,Germany,EU,Pharmaceuticals,0.18452042364502527,12732.77,11150.5,23883.26,0.00088,3.6,1.8,2.07,29.23,0.688,3,136.814,9.876,51.16,10.45,2025
United States of America,Germany,EU,Financial Services,0.08542995788947719,6720.65,4336.91,11057.56,0.00041,3.6,1.8,2.07,29.23,0.688,3,133.812,9.876,51.16,10.45,2025
United States of America,France,EU,Electronics,0.20910207433928063,40659.66,19523.08,60182.74,0.00223,13.66,5.47,12.36,43.45,0.571,7,110.061,18.093,46.22,2.21,2025
United States of America,France,EU,Automotive,0.23817507126761298,44424.19,24126.2,68550.39,0.00254,13.66,5.47,12.36,43.45,0.571,7,116.697,18.093,46.22,2.21,2025
United States of America,France,EU,Chemicals,0.16543704734234965,24025.34,23589.94,47615.29,0.00176,13.66,5.47,12.36,43.45,0.571,7,65.929,18.093,46.22,2.21,2025
United States of America,France,EU,Agriculture,0.17099078453810818,24382.13,24831.6,49213.73,0.00182,13.66,5.47,12.36,43.45,0.571,7,136.644,18.093,46.22,2.21,2025
United States of America,France,EU,Energy,0.2486673874717257,44783.52,26786.71,71570.24,0.00265,13.66,5.47,12.36,43.45,0.571,7,59.048,18.093,46.22,2.21,2025
United States of America,France,EU,Machinery,0.10773711910612763,13418.34,17590.03,31008.37,0.00115,13.66,5.47,12.36,43.45,0.571,7,115.051,18.093,46.22,2.21,2025
United States of America,France,EU,Pharmaceuticals,0.20303817291115694,39603.21,18834.25,58437.46,0.00216,13.66,5.47,12.36,43.45,0.571,7,93.817,18.093,46.22,2.21,2025
United States of America,France,EU,Financial Services,0.23027512991768886,43965.78,22310.89,66276.67,0.00245,13.66,5.47,12.36,43.45,0.571,7,81.72,18.093,46.22,2.21,2025
United States of America,United Kingdom,EU,Electronics,0.12923453832185108,21328.58,13714.42,35043.0,0.0013,7.51,3.67,12.98,16.42,0.63,9,88.856,11.47,55.37,-3.43,2025
United States of America,United Kingdom,EU,Automotive,0.13973872452450614,17856.77,20034.52,37891.29,0.0014,7.51,3.67,12.98,16.42,0.63,9,87.325,11.47,55.37,-3.43,2025
United States of America,United Kingdom,EU,Chemicals,0.0954539254526303,10921.6,14961.5,25883.11,0.00096,7.51,3.67,12.98,16.42,0.63,9,110.345,11.47,55.37,-3.43,2025
United States of America,United Kingdom,EU,Agriculture,0.18364255971100327,29172.94,20623.23,49796.17,0.00184,7.51,3.67,12.98,16.42,0.63,9,96.349,11.47,55.37,-3.43,2025
United States of America,United Kingdom,EU,Energy,0.12595715603584598,22507.69,11646.62,34154.31,0.00126,7.51,3.67,12.98,16.42,0.63,9,101.908,11.47,55.37,-3.43,2025
United States of America,United Kingdom,EU,Machinery,0.1458363755259462,16122.09,23422.63,39544.72,0.00146,7.51,3.67,12.98,16.42,0.63,9,84.125,11.47,55.37,-3.43,2025
United States of America,United Kingdom,EU,Pharmaceuticals,0.1260391237571714,17759.73,16416.81,34176.53,0.00127,7.51,3.67,12.98,16.42,0.63,9,108.017,11.47,55.37,-3.43,2025
United States of America,United Kingdom,EU,Financial Services,0.1567205093453757,24748.48,17747.56,42496.04,0.00157,7.51,3.67,12.98,16.42,0.63,9,126.488,11.47,55.37,-3.43,2025
United States of America,Australia,APAC,Electronics,0.2296061097899974,28115.47,31319.65,59435.12,0.0022,14.36,9.6,0.36,9.79,0.008,4,142.703,17.576,-25.27,133.77,2025
United States of America,Australia,APAC,Automotive,0.06205347805791217,10928.13,5134.84,16062.97,0.00059,14.36,9.6,0.36,9.79,0.008,4,85.162,17.576,-25.27,133.77,2025
United States of America,Australia,APAC,Chemicals,0.0702841656898433,9929.33,8264.21,18193.54,0.00067,14.36,9.6,0.36,9.79,0.008,4,75.678,17.576,-25.27,133.77,2025
United States of America,Australia,APAC,Agriculture,0.10697458039238457,13629.2,14061.9,27691.1,0.00103,14.36,9.6,0.36,9.79,0.008,4,130.303,17.576,-25.27,133.77,2025
United States of America,Australia,APAC,Energy,0.1578322553350509,20158.02,20697.94,40855.96,0.00151,14.36,9.6,0.36,9.79,0.008,4,111.033,17.576,-25.27,133.77,2025
United States of America,Australia,APAC,Machinery,0.19323013484463872,24098.49,25920.46,50018.95,0.00185,14.36,9.6,0.36,9.79,0.008,4,91.355,17.576,-25.27,133.77,2025
United States of America,Australia,APAC,Pharmaceuticals,0.07437721866738951,8747.52,10505.53,19253.05,0.00071,14.36,9.6,0.36,9.79,0.008,4,118.112,17.576,-25.27,133.77,2025
United States of America,Australia,APAC,Financial Services,0.0862876695391254,12453.5,9882.65,22336.16,0.00083,14.36,9.6,0.36,9.79,0.008,4,120.905,17.576,-25.27,133.77,2025
United States of America,Thailand,APAC,Electronics,0.12470193660767753,7202.16,5706.1,12908.26,0.00048,11.35,3.31,19.26,24.18,0.806,0,61.23,13.917,15.87,100.99,2025
United States of America,Thailand,APAC,Automotive,0.05051680296899648,3092.49,2136.65,5229.14,0.00019,11.35,3.31,19.26,24.18,0.806,0,101.518,13.917,15.87,100.99,2025
United States of America,Thailand,APAC,Chemicals,0.16870771382462946,11143.82,6319.61,17463.43,0.00065,11.35,3.31,19.26,24.18,0.806,0,114.661,13.917,15.87,100.99,2025
United States of America,Thailand,APAC,Agriculture,0.08495468856547544,4469.34,4324.56,8793.91,0.00033,11.35,3.31,19.26,24.18,0.806,0,140.589,13.917,15.87,100.99,2025
United States of America,Thailand,APAC,Energy,0.2039889400503358,11972.3,9143.2,21115.49,0.00078,11.35,3.31,19.26,24.18,0.806,0,75.564,13.917,15.87,100.99,2025
United States of America,Thailand,APAC,Machinery,0.11041210036695902,7081.31,4347.77,11429.08,0.00042,11.35,3.31,19.26,24.18,0.806,0,135.117,13.917,15.87,100.99,2025
United States of America,Thailand,APAC,Pharmaceuticals,0.18428493390612288,12263.1,6812.78,19075.87,0.00071,11.35,3.31,19.26,24.18,0.806,0,126.666,13.917,15.87,100.99,2025
United States of America,Thailand,APAC,Financial Services,0.07994079359139156,4362.39,3912.51,8274.91,0.00031,11.35,3.31,19.26,24.18,0.806,0,65.298,13.917,15.87,100.99,2025
United States of America,Vietnam,APAC,Electronics,0.17141880721775615,12738.0,9846.74,22584.74,0.00084,17.39,5.26,10.71,8.92,0.312,2,73.195,16.555,14.06,108.28,2025
United States of America,Vietnam,APAC,Automotive,0.12818119918110293,9767.12,7120.99,16888.11,0.00063,17.39,5.26,10.71,8.92,0.312,2,99.677,16.555,14.06,108.28,2025
United States of America,Vietnam,APAC,Chemicals,0.24755710404297748,14381.48,18234.62,32616.1,0.00121,17.39,5.26,10.71,8.92,0.312,2,119.514,16.555,14.06,108.28,2025
United States of America,Vietnam,APAC,Agriculture,0.13086375362085842,9111.46,8130.08,17241.54,0.00064,17.39,5.26,10.71,8.92,0.312,2,121.76,16.555,14.06,108.28,2025
United States of America,Vietnam,APAC,Energy,0.18848723026487393,17318.33,7515.2,24833.54,0.00092,17.39,5.26,10.71,8.92,0.312,2,62.839,16.555,14.06,108.28,2025
United States of America,Vietnam,APAC,Machinery,0.07082192987683326,5759.99,3570.93,9330.92,0.00035,17.39,5.26,10.71,8.92,0.312,2,107.839,16.555,14.06,108.28,2025
United States of America,Vietnam,APAC,Pharmaceuticals,0.10483213331196117,5853.81,7958.02,13811.83,0.00051,17.39,5.26,10.71,8.92,0.312,2,58.566,16.555,14.06,108.28,2025
United States of America,Vietnam,APAC,Financial Services,0.22883817493282366,13795.37,16354.48,30149.85,0.00112,17.39,5.26,10.71,8.92,0.312,2,82.337,16.555,14.06,108.28,2025
United States of America,Philippines,APAC,Electronics,0.10422948730003696,7821.52,5714.18,13535.7,0.0005,7.1,1.62,10.38,3.38,0.8,4,118.013,7.28,12.88,121.77,2025
United States of America,Philippines,APAC,Automotive,0.09616583783080242,6707.05,5781.47,12488.52,0.00046,7.1,1.62,10.38,3.38,0.8,4,69.032,7.28,12.88,121.77,2025
United States of America,Philippines,APAC,Chemicals,0.060467775157301666,4032.65,3819.96,7852.61,0.00029,7.1,1.62,10.38,3.38,0.8,4,86.294,7.28,12.88,121.77,2025
United States of America,Philippines,APAC,Agriculture,0.24909609814085143,17271.16,15077.55,32348.72,0.0012,7.1,1.62,10.38,3.38,0.8,4,83.357,7.28,12.88,121.77,2025
United States of America,Philippines,APAC,Energy,0.16609500134333494,9202.34,12367.49,21569.83,0.0008,7.1,1.62,10.38,3.38,0.8,4,146.167,7.28,12.88,121.77,2025
United States of America,Philippines,APAC,Machinery,0.17699200911820664,14398.96,8586.0,22984.96,0.00085,7.1,1.62,10.38,3.38,0.8,4,67.048,7.28,12.88,121.77,2025
United States of America,Philippines,APAC,Pharmaceuticals,0.1318955706010408,9023.43,8105.11,17128.54,0.00063,7.1,1.62,10.38,3.38,0.8,4,132.181,7.28,12.88,121.77,2025
United States of America,Philippines,APAC,Financial Services,0.05024733595188189,3199.09,3326.25,6525.34,0.00024,7.1,1.62,10.38,3.38,0.8,4,148.124,7.28,12.88,121.77,2025
United States of America,Netherlands,EU,Electronics,0.15799142605611194,19020.63,10124.85,29145.47,0.00108,7.65,2.08,19.48,1.0,0.737,7,102.096,9.303,52.13,5.29,2025
United States of America,Netherlands,EU,Automotive,0.17471713760055196,13754.15,18476.8,32230.95,0.00119,7.65,2.08,19.48,1.0,0.737,7,125.527,9.303,52.13,5.29,2025
United States of America,Netherlands,EU,Chemicals,0.07554269672704697,9027.86,4907.89,13935.74,0.00052,7.65,2.08,19.48,1.0,0.737,7,128.203,9.303,52.13,5.29,2025
United States of America,Netherlands,EU,Agriculture,0.1917489395485953,14532.89,20840.01,35372.89,0.00131,7.65,2.08,19.48,1.0,0.737,7,80.313,9.303,52.13,5.29,2025
United States of America,Netherlands,EU,Energy,0.10262251398216858,9617.87,9313.42,18931.29,0.0007,7.65,2.08,19.48,1.0,0.737,7,58.764,9.303,52.13,5.29,2025
United States of America,Netherlands,EU,Machinery,0.23739156460621258,24792.9,18999.92,43792.82,0.00162,7.65,2.08,19.48,1.0,0.737,7,80.552,9.303,52.13,5.29,2025
United States of America,Netherlands,EU,Pharmaceuticals,0.1293963034148567,12750.62,11119.76,23870.39,0.00088,7.65,2.08,19.48,1.0,0.737,7,110.059,9.303,52.13,5.29,2025
United States of America,Netherlands,EU,Financial Services,0.15313588553929958,19091.68,9158.07,28249.75,0.00105,7.65,2.08,19.48,1.0,0.737,7,99.696,9.303,52.13,5.29,2025
United States of America,Italy,EU,Electronics,0.1848607612818097,30863.91,24275.39,55139.3,0.00204,17.03,2.88,18.61,5.82,0.817,2,122.142,12.053,41.87,12.57,2025
United States of America,Italy,EU,Automotive,0.07825560985510116,10821.08,12520.6,23341.67,0.00086,17.03,2.88,18.61,5.82,0.817,2,131.874,12.053,41.87,12.57,2025
United States of America,Italy,EU,Chemicals,0.11450559556928304,13896.23,20257.9,34154.13,0.00126,17.03,2.88,18.61,5.82,0.817,2,65.379,12.053,41.87,12.57,2025
United States of America,Italy,EU,Agriculture,0.09472288689926225,19415.68,8837.77,28253.45,0.00105,17.03,2.88,18.61,5.82,0.817,2,107.304,12.053,41.87,12.57,2025
United States of America,Italy,EU,Energy,0.23654614809525099,40396.62,30159.12,70555.75,0.00261,17.03,2.88,18.61,5.82,0.817,2,97.935,12.053,41.87,12.57,2025
United States of America,Italy,EU,Machinery,0.11274553823881922,19569.18,14059.97,33629.15,0.00125,17.03,2.88,18.61,5.82,0.817,2,63.92,12.053,41.87,12.57,2025
United States of America,Italy,EU,Pharmaceuticals,0.2296523254585412,44442.45,24057.04,68499.49,0.00254,17.03,2.88,18.61,5.82,0.817,2,81.753,12.053,41.87,12.57,2025
United States of America,Italy,EU,Financial Services,0.24055950552025887,46464.28,25288.55,71752.83,0.00266,17.03,2.88,18.61,5.82,0.817,2,116.631,12.053,41.87,12.57,2025
United States of America,Spain,EU,Electronics,0.13790233772658203,6357.32,8368.94,14726.26,0.00055,9.56,5.55,4.65,4.0,0.777,3,114.083,7.965,40.46,-3.75,2025
United States of America,Spain,EU,Automotive,0.09320763650191993,5831.47,4121.95,9953.42,0.00037,9.56,5.55,4.65,4.0,0.777,3,115.02,7.965,40.46,-3.75,2025
United States of America,Spain,EU,Chemicals,0.08040497062572963,3592.53,4993.72,8586.26,0.00032,9.56,5.55,4.65,4.0,0.777,3,128.076,7.965,40.46,-3.75,2025
United States of America,Spain,EU,Agriculture,0.14196008475386404,6328.35,8831.23,15159.58,0.00056,9.56,5.55,4.65,4.0,0.777,3,149.487,7.965,40.46,-3.75,2025
United States of America,Spain,EU,Energy,0.06155611219927333,4000.0,2573.43,6573.43,0.00024,9.56,5.55,4.65,4.0,0.777,3,148.368,7.965,40.46,-3.75,2025
United States of America,Spain,EU,Machinery,0.09783602084318513,4624.92,5822.75,10447.68,0.00039,9.56,5.55,4.65,4.0,0.777,3,62.138,7.965,40.46,-3.75,2025
United States of America,Spain,EU,Pharmaceuticals,0.11065502951351912,5084.84,6731.75,11816.59,0.00044,9.56,5.55,4.65,4.0,0.777,3,119.216,7.965,40.46,-3.75,2025
United States of America,Spain,EU,Financial Services,0.06245835962601254,3687.23,2982.55,6669.78,0.00025,9.56,5.55,4.65,4.0,0.777,3,149.67,7.965,40.46,-3.75,2025
United States of America,Brazil,LATAM,Electronics,0.22732084304809336,31503.84,27388.96,58892.8,0.00218,12.3,3.76,12.48,26.35,0.426,4,69.462,16.615,-14.23,-51.92,2025
United States of America,Brazil,LATAM,Automotive,0.12355187017545793,16780.37,15228.64,32009.01,0.00119,12.3,3.76,12.48,26.35,0.426,4,132.754,16.615,-14.23,-51.92,2025
United States of America,Brazil,LATAM,Chemicals,0.19672287611228043,32148.71,18816.96,50965.68,0.00189,12.3,3.76,12.48,26.35,0.426,4,51.103,16.615,-14.23,-51.92,2025
United States of America,Brazil,LATAM,Agriculture,0.1332307996359523,18790.93,15725.63,34516.56,0.00128,12.3,3.76,12.48,26.35,0.426,4,51.919,16.615,-14.23,-51.92,2025
United States of America,Brazil,LATAM,Energy,0.10196264174900685,16591.43,9824.39,26415.81,0.00098,12.3,3.76,12.48,26.35,0.426,4,63.711,16.615,-14.23,-51.92,2025
United States of America,Brazil,LATAM,Machinery,0.15706202629051835,18903.25,21787.35,40690.6,0.00151,12.3,3.76,12.48,26.35,0.426,4,51.212,16.615,-14.23,-51.92,2025
United States of America,Brazil,LATAM,Pharmaceuticals,0.0982402915199083,17631.8,7819.65,25451.45,0.00094,12.3,3.76,12.48,26.35,0.426,4,130.154,16.615,-14.23,-51.92,2025
United States of America,Brazil,LATAM,Financial Services,0.2419153288642067,34242.24,28431.6,62673.84,0.00232,12.3,3.76,12.48,26.35,0.426,4,60.974,16.615,-14.23,-51.92,2025
United States of America,Mexico,LATAM,Electronics,0.09869559368097346,11787.3,8006.21,19793.51,0.00073,9.09,8.6,1.96,24.41,0.15,3,131.069,17.245,23.63,-102.55,2025
United States of America,Mexico,LATAM,Automotive,0.17281626223694724,22800.77,11857.72,34658.49,0.00128,9.09,8.6,1.96,24.41,0.15,3,89.239,17.245,23.63,-102.55,2025
United States of America,Mexico,LATAM,Chemicals,0.24124443812978968,21285.27,27096.56,48381.83,0.00179,9.09,8.6,1.96,24.41,0.15,3,60.215,17.245,23.63,-102.55,2025
United States of America,Mexico,LATAM,Agriculture,0.18173842924148872,24888.38,11559.46,36447.84,0.00135,9.09,8.6,1.96,24.41,0.15,3,130.888,17.245,23.63,-102.55,2025
United States of America,Mexico,LATAM,Energy,0.06528337188761028,6334.36,6758.29,13092.65,0.00048,9.09,8.6,1.96,24.41,0.15,3,143.032,17.245,23.63,-102.55,2025
